Record_ID,Clustered_Barangay,Date,Day_of_Week,Time_of_Day,Weather_Condition,Population,Commercial_Activity_Score,Distance_to_City_Center_km,Tricycle_Passenger_Count,Enumerator_Name,Remarks
194,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,8:00AM-9:00AM,Sunny,15200,4,12.5,14,J. Dela Cruz,
195,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,9:00AM-10:00AM,Stormy,15200,4,12.5,6,J. Dela Cruz,
196,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,10:00AM-11:00AM,Rainy,15200,4,12.5,7,J. Dela Cruz,
197,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,11:00AM-12:00PM,Sunny,15200,4,12.5,9,J. Dela Cruz,
198,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,12:00PM-1:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
199,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,1:00PM-2:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
200,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,2:00PM-3:00PM,Windy,15200,4,12.5,8,J. Dela Cruz,
201,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,3:00PM-4:00PM,Sunny,15200,4,12.5,9,J. Dela Cruz,
202,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,4:00PM-5:00PM,Sunny,15200,4,12.5,12,J. Dela Cruz,
203,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,5:00PM-6:00PM,Rainy,15200,4,12.5,10,J. Dela Cruz,
204,Cluster 5 (Tambler-Siguel),2026-03-04,Wednesday,6:00PM-7:00PM,Sunny,15200,4,12.5,13,J. Dela Cruz,
205,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,7:00AM-8:00AM,Windy,22800,6,7.3,22,J. Dela Cruz,
206,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,8:00AM-9:00AM,Rainy,22800,6,7.3,20,J. Dela Cruz,
207,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,9:00AM-10:00AM,Windy,22800,6,7.3,18,J. Dela Cruz,
208,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,10:00AM-11:00AM,Sunny,22800,6,7.3,15,J. Dela Cruz,
209,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,11:00AM-12:00PM,Sunny,22800,6,7.3,16,J. Dela Cruz,
210,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,12:00PM-1:00PM,Rainy,22800,6,7.3,12,J. Dela Cruz,
211,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,1:00PM-2:00PM,Sunny,22800,6,7.3,17,J. Dela Cruz,
212,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,2:00PM-3:00PM,Sunny,22800,6,7.3,16,J. Dela Cruz,
213,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,3:00PM-4:00PM,Sunny,22800,6,7.3,16,J. Dela Cruz,
214,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,4:00PM-5:00PM,Windy,22800,6,7.3,17,J. Dela Cruz,
215,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,5:00PM-6:00PM,Rainy,22800,6,7.3,19,J. Dela Cruz,
216,Cluster 6 (Fatima-San Isidro),2026-03-04,Wednesday,6:00PM-7:00PM,Sunny,22800,6,7.3,23,J. Dela Cruz,
217,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,7:00AM-8:00AM,Sunny,42000,11,6.5,50,J. Dela Cruz,
218,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,8:00AM-9:00AM,Sunny,42000,11,6.5,43,J. Dela Cruz,
219,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,9:00AM-10:00AM,Sunny,42000,11,6.5,41,J. Dela Cruz,
220,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,10:00AM-11:00AM,Sunny,42000,11,6.5,34,J. Dela Cruz,
221,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,11:00AM-12:00PM,Windy,42000,11,6.5,31,J. Dela Cruz,
222,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,12:00PM-1:00PM,Windy,42000,11,6.5,35,J. Dela Cruz,
223,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,1:00PM-2:00PM,Rainy,42000,11,6.5,24,J. Dela Cruz,
224,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,2:00PM-3:00PM,Windy,42000,11,6.5,28,J. Dela Cruz,
225,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,3:00PM-4:00PM,Rainy,42000,11,6.5,24,J. Dela Cruz,
226,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,4:00PM-5:00PM,Rainy,42000,11,6.5,29,J. Dela Cruz,
227,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,5:00PM-6:00PM,Sunny,42000,11,6.5,43,J. Dela Cruz,
228,Cluster 1 (Lagao-City Heights),2026-03-05,Thursday,6:00PM-7:00PM,Sunny,42000,11,6.5,45,J. Dela Cruz,
229,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,7:00AM-8:00AM,Rainy,28500,7,4.0,24,J. Dela Cruz,
230,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,8:00AM-9:00AM,Windy,28500,7,4.0,30,J. Dela Cruz,
231,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,9:00AM-10:00AM,Sunny,28500,7,4.0,26,J. Dela Cruz,
232,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,10:00AM-11:00AM,Sunny,28500,7,4.0,21,J. Dela Cruz,
233,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,11:00AM-12:00PM,Sunny,28500,7,4.0,19,J. Dela Cruz,
234,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,12:00PM-1:00PM,Sunny,28500,7,4.0,24,J. Dela Cruz,
235,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,1:00PM-2:00PM,Windy,28500,7,4.0,19,J. Dela Cruz,
236,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,2:00PM-3:00PM,Sunny,28500,7,4.0,21,J. Dela Cruz,
237,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,3:00PM-4:00PM,Sunny,28500,7,4.0,21,J. Dela Cruz,
238,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,4:00PM-5:00PM,Sunny,28500,7,4.0,28,J. Dela Cruz,
239,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,5:00PM-6:00PM,Windy,28500,7,4.0,31,J. Dela Cruz,
240,Cluster 2 (Calumpang-Bula),2026-03-05,Thursday,6:00PM-7:00PM,Rainy,28500,7,4.0,24,J. Dela Cruz,
241,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,7:00AM-8:00AM,Sunny,35000,12,1.2,48,J. Dela Cruz,
242,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,8:00AM-9:00AM,Sunny,35000,12,1.2,58,J. Dela Cruz,
243,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,9:00AM-10:00AM,Rainy,35000,12,1.2,37,J. Dela Cruz,
244,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,10:00AM-11:00AM,Sunny,35000,12,1.2,39,J. Dela Cruz,
245,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,11:00AM-12:00PM,Sunny,35000,12,1.2,36,J. Dela Cruz,
246,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,12:00PM-1:00PM,Sunny,35000,12,1.2,37,J. Dela Cruz,
247,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,1:00PM-2:00PM,Sunny,35000,12,1.2,34,J. Dela Cruz,
248,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,2:00PM-3:00PM,Sunny,35000,12,1.2,36,J. Dela Cruz,
249,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,3:00PM-4:00PM,Sunny,35000,12,1.2,35,J. Dela Cruz,
250,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,4:00PM-5:00PM,Sunny,35000,12,1.2,40,J. Dela Cruz,
251,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,5:00PM-6:00PM,Windy,35000,12,1.2,46,J. Dela Cruz,
252,Cluster 3 (Dadiangas Central),2026-03-05,Thursday,6:00PM-7:00PM,Sunny,35000,12,1.2,52,J. Dela Cruz,
253,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,7:00AM-8:00AM,Sunny,19500,5,9.8,19,J. Dela Cruz,
254,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,8:00AM-9:00AM,Sunny,19500,5,9.8,19,J. Dela Cruz,
255,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,9:00AM-10:00AM,Sunny,19500,5,9.8,16,J. Dela Cruz,
256,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,10:00AM-11:00AM,Sunny,19500,5,9.8,13,J. Dela Cruz,
257,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,11:00AM-12:00PM,Rainy,19500,5,9.8,9,J. Dela Cruz,
258,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,12:00PM-1:00PM,Rainy,19500,5,9.8,11,J. Dela Cruz,
259,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,1:00PM-2:00PM,Sunny,19500,5,9.8,12,J. Dela Cruz,
260,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,2:00PM-3:00PM,Sunny,19500,5,9.8,12,J. Dela Cruz,
261,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,3:00PM-4:00PM,Stormy,19500,5,9.8,6,J. Dela Cruz,
262,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,4:00PM-5:00PM,Windy,19500,5,9.8,15,J. Dela Cruz,
263,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,5:00PM-6:00PM,Windy,19500,5,9.8,19,J. Dela Cruz,
264,Cluster 4 (Apopong-Sinawal),2026-03-05,Thursday,6:00PM-7:00PM,Stormy,19500,5,9.8,9,J. Dela Cruz,
265,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,7:00AM-8:00AM,Sunny,15200,4,12.5,13,J. Dela Cruz,
266,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,8:00AM-9:00AM,Sunny,15200,4,12.5,15,J. Dela Cruz,
267,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,9:00AM-10:00AM,Windy,15200,4,12.5,10,J. Dela Cruz,
268,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,10:00AM-11:00AM,Windy,15200,4,12.5,9,J. Dela Cruz,
269,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,11:00AM-12:00PM,Sunny,15200,4,12.5,9,J. Dela Cruz,
270,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,12:00PM-1:00PM,Windy,15200,4,12.5,9,J. Dela Cruz,
271,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,1:00PM-2:00PM,Rainy,15200,4,12.5,8,J. Dela Cruz,
272,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,2:00PM-3:00PM,Sunny,15200,4,12.5,8,J. Dela Cruz,
273,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,3:00PM-4:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
274,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,4:00PM-5:00PM,Stormy,15200,4,12.5,5,J. Dela Cruz,
275,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,5:00PM-6:00PM,Windy,15200,4,12.5,12,J. Dela Cruz,
276,Cluster 5 (Tambler-Siguel),2026-03-05,Thursday,6:00PM-7:00PM,Windy,15200,4,12.5,13,J. Dela Cruz,
277,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,7:00AM-8:00AM,Sunny,22800,6,7.3,26,J. Dela Cruz,
278,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,8:00AM-9:00AM,Rainy,22800,6,7.3,19,J. Dela Cruz,
279,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,9:00AM-10:00AM,Sunny,22800,6,7.3,23,J. Dela Cruz,
280,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,10:00AM-11:00AM,Rainy,22800,6,7.3,12,J. Dela Cruz,
281,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,11:00AM-12:00PM,Sunny,22800,6,7.3,15,J. Dela Cruz,
282,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,12:00PM-1:00PM,Sunny,22800,6,7.3,17,J. Dela Cruz,
283,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,1:00PM-2:00PM,Rainy,22800,6,7.3,13,J. Dela Cruz,
284,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,2:00PM-3:00PM,Sunny,22800,6,7.3,17,J. Dela Cruz,
285,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,3:00PM-4:00PM,Windy,22800,6,7.3,17,J. Dela Cruz,
286,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,4:00PM-5:00PM,Windy,22800,6,7.3,18,J. Dela Cruz,
287,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,5:00PM-6:00PM,Windy,22800,6,7.3,25,J. Dela Cruz,
288,Cluster 6 (Fatima-San Isidro),2026-03-05,Thursday,6:00PM-7:00PM,Sunny,22800,6,7.3,25,J. Dela Cruz,
289,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,7:00AM-8:00AM,Sunny,42000,11,6.5,46,J. Dela Cruz,
290,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,8:00AM-9:00AM,Sunny,42000,11,6.5,50,J. Dela Cruz,
291,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,9:00AM-10:00AM,Sunny,42000,11,6.5,41,J. Dela Cruz,
292,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,10:00AM-11:00AM,Rainy,42000,11,6.5,22,J. Dela Cruz,
293,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,11:00AM-12:00PM,Rainy,42000,11,6.5,21,J. Dela Cruz,
294,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,12:00PM-1:00PM,Sunny,42000,11,6.5,34,J. Dela Cruz,
295,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,1:00PM-2:00PM,Sunny,42000,11,6.5,29,J. Dela Cruz,
296,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,2:00PM-3:00PM,Rainy,42000,11,6.5,21,J. Dela Cruz,
297,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,3:00PM-4:00PM,Sunny,42000,11,6.5,33,J. Dela Cruz,
298,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,4:00PM-5:00PM,Sunny,42000,11,6.5,40,J. Dela Cruz,
299,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,5:00PM-6:00PM,Windy,42000,11,6.5,41,J. Dela Cruz,
300,Cluster 1 (Lagao-City Heights),2026-03-06,Friday,6:00PM-7:00PM,Sunny,42000,11,6.5,48,J. Dela Cruz,
301,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,7:00AM-8:00AM,Sunny,28500,7,4.0,33,J. Dela Cruz,
302,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,8:00AM-9:00AM,Sunny,28500,7,4.0,35,J. Dela Cruz,
303,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,9:00AM-10:00AM,Windy,28500,7,4.0,26,J. Dela Cruz,
304,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,10:00AM-11:00AM,Sunny,28500,7,4.0,23,J. Dela Cruz,
305,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,11:00AM-12:00PM,Sunny,28500,7,4.0,20,J. Dela Cruz,
306,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,12:00PM-1:00PM,Windy,28500,7,4.0,21,J. Dela Cruz,
307,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,1:00PM-2:00PM,Windy,28500,7,4.0,21,J. Dela Cruz,
308,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,2:00PM-3:00PM,Sunny,28500,7,4.0,21,J. Dela Cruz,
309,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,3:00PM-4:00PM,Windy,28500,7,4.0,20,J. Dela Cruz,
310,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,4:00PM-5:00PM,Windy,28500,7,4.0,23,J. Dela Cruz,
311,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,5:00PM-6:00PM,Sunny,28500,7,4.0,29,J. Dela Cruz,
312,Cluster 2 (Calumpang-Bula),2026-03-06,Friday,6:00PM-7:00PM,Sunny,28500,7,4.0,28,J. Dela Cruz,
313,Cluster 3 (Dadiangas Central),2026-03-06,Friday,7:00AM-8:00AM,Sunny,35000,12,1.2,56,J. Dela Cruz,
314,Cluster 3 (Dadiangas Central),2026-03-06,Friday,8:00AM-9:00AM,Sunny,35000,12,1.2,52,J. Dela Cruz,
315,Cluster 3 (Dadiangas Central),2026-03-06,Friday,9:00AM-10:00AM,Sunny,35000,12,1.2,47,J. Dela Cruz,
316,Cluster 3 (Dadiangas Central),2026-03-06,Friday,10:00AM-11:00AM,Stormy,35000,12,1.2,19,J. Dela Cruz,
317,Cluster 3 (Dadiangas Central),2026-03-06,Friday,11:00AM-12:00PM,Sunny,35000,12,1.2,32,J. Dela Cruz,
318,Cluster 3 (Dadiangas Central),2026-03-06,Friday,12:00PM-1:00PM,Sunny,35000,12,1.2,37,J. Dela Cruz,
319,Cluster 3 (Dadiangas Central),2026-03-06,Friday,1:00PM-2:00PM,Sunny,35000,12,1.2,33,J. Dela Cruz,
320,Cluster 3 (Dadiangas Central),2026-03-06,Friday,2:00PM-3:00PM,Sunny,35000,12,1.2,33,J. Dela Cruz,
321,Cluster 3 (Dadiangas Central),2026-03-06,Friday,3:00PM-4:00PM,Stormy,35000,12,1.2,19,J. Dela Cruz,
322,Cluster 3 (Dadiangas Central),2026-03-06,Friday,4:00PM-5:00PM,Windy,35000,12,1.2,38,J. Dela Cruz,
323,Cluster 3 (Dadiangas Central),2026-03-06,Friday,5:00PM-6:00PM,Rainy,35000,12,1.2,40,J. Dela Cruz,
324,Cluster 3 (Dadiangas Central),2026-03-06,Friday,6:00PM-7:00PM,Rainy,35000,12,1.2,39,J. Dela Cruz,
325,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,7:00AM-8:00AM,Sunny,19500,5,9.8,19,J. Dela Cruz,
326,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,8:00AM-9:00AM,Sunny,19500,5,9.8,18,J. Dela Cruz,
327,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,9:00AM-10:00AM,Stormy,19500,5,9.8,8,J. Dela Cruz,
328,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,10:00AM-11:00AM,Rainy,19500,5,9.8,10,J. Dela Cruz,
329,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,11:00AM-12:00PM,Sunny,19500,5,9.8,13,J. Dela Cruz,
330,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,12:00PM-1:00PM,Sunny,19500,5,9.8,13,J. Dela Cruz,
331,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,1:00PM-2:00PM,Windy,19500,5,9.8,12,J. Dela Cruz,
332,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,2:00PM-3:00PM,Stormy,19500,5,9.8,6,J. Dela Cruz,
333,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,3:00PM-4:00PM,Rainy,19500,5,9.8,10,J. Dela Cruz,
334,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,4:00PM-5:00PM,Rainy,19500,5,9.8,11,J. Dela Cruz,
335,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,5:00PM-6:00PM,Sunny,19500,5,9.8,19,J. Dela Cruz,
336,Cluster 4 (Apopong-Sinawal),2026-03-06,Friday,6:00PM-7:00PM,Sunny,19500,5,9.8,19,J. Dela Cruz,
337,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,7:00AM-8:00AM,Stormy,15200,4,12.5,7,J. Dela Cruz,
338,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,8:00AM-9:00AM,Windy,15200,4,12.5,14,J. Dela Cruz,
339,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,9:00AM-10:00AM,Windy,15200,4,12.5,12,J. Dela Cruz,
340,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,10:00AM-11:00AM,Sunny,15200,4,12.5,9,J. Dela Cruz,
341,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,11:00AM-12:00PM,Windy,15200,4,12.5,8,J. Dela Cruz,
342,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,12:00PM-1:00PM,Sunny,15200,4,12.5,9,J. Dela Cruz,
343,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,1:00PM-2:00PM,Sunny,15200,4,12.5,9,J. Dela Cruz,
344,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,2:00PM-3:00PM,Windy,15200,4,12.5,8,J. Dela Cruz,
345,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,3:00PM-4:00PM,Sunny,15200,4,12.5,10,J. Dela Cruz,
346,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,4:00PM-5:00PM,Windy,15200,4,12.5,10,J. Dela Cruz,
347,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,5:00PM-6:00PM,Windy,15200,4,12.5,14,J. Dela Cruz,
348,Cluster 5 (Tambler-Siguel),2026-03-06,Friday,6:00PM-7:00PM,Rainy,15200,4,12.5,10,J. Dela Cruz,
349,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,7:00AM-8:00AM,Windy,22800,6,7.3,25,J. Dela Cruz,
350,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,8:00AM-9:00AM,Sunny,22800,6,7.3,25,J. Dela Cruz,
351,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,9:00AM-10:00AM,Windy,22800,6,7.3,21,J. Dela Cruz,
352,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,10:00AM-11:00AM,Rainy,22800,6,7.3,12,J. Dela Cruz,
353,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,11:00AM-12:00PM,Sunny,22800,6,7.3,15,J. Dela Cruz,
354,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,12:00PM-1:00PM,Windy,22800,6,7.3,17,J. Dela Cruz,
355,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,1:00PM-2:00PM,Sunny,22800,6,7.3,16,J. Dela Cruz,
356,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,2:00PM-3:00PM,Windy,22800,6,7.3,16,J. Dela Cruz,
357,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,3:00PM-4:00PM,Stormy,22800,6,7.3,8,J. Dela Cruz,
358,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,4:00PM-5:00PM,Sunny,22800,6,7.3,18,J. Dela Cruz,
359,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,5:00PM-6:00PM,Sunny,22800,6,7.3,24,J. Dela Cruz,
360,Cluster 6 (Fatima-San Isidro),2026-03-06,Friday,6:00PM-7:00PM,Sunny,22800,6,7.3,22,J. Dela Cruz,
361,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,7:00AM-8:00AM,Sunny,42000,11,6.5,55,J. Dela Cruz,
362,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,8:00AM-9:00AM,Rainy,42000,11,6.5,40,J. Dela Cruz,
363,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,9:00AM-10:00AM,Stormy,42000,11,6.5,23,J. Dela Cruz,
364,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,10:00AM-11:00AM,Windy,42000,11,6.5,32,J. Dela Cruz,
365,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,11:00AM-12:00PM,Sunny,42000,11,6.5,35,J. Dela Cruz,
366,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,12:00PM-1:00PM,Sunny,42000,11,6.5,38,J. Dela Cruz,
367,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,1:00PM-2:00PM,Rainy,42000,11,6.5,24,J. Dela Cruz,
368,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,2:00PM-3:00PM,Windy,42000,11,6.5,32,J. Dela Cruz,
369,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,3:00PM-4:00PM,Sunny,42000,11,6.5,32,J. Dela Cruz,
370,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,4:00PM-5:00PM,Sunny,42000,11,6.5,39,J. Dela Cruz,
371,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,5:00PM-6:00PM,Windy,42000,11,6.5,51,J. Dela Cruz,
372,Cluster 1 (Lagao-City Heights),2026-03-07,Saturday,6:00PM-7:00PM,Sunny,42000,11,6.5,50,J. Dela Cruz,
373,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,7:00AM-8:00AM,Sunny,28500,7,4.0,38,J. Dela Cruz,
374,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,8:00AM-9:00AM,Rainy,28500,7,4.0,28,J. Dela Cruz,
375,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,9:00AM-10:00AM,Sunny,28500,7,4.0,29,J. Dela Cruz,
376,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,10:00AM-11:00AM,Sunny,28500,7,4.0,27,J. Dela Cruz,
377,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,11:00AM-12:00PM,Sunny,28500,7,4.0,23,J. Dela Cruz,
378,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,12:00PM-1:00PM,Stormy,28500,7,4.0,13,J. Dela Cruz,
379,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,1:00PM-2:00PM,Sunny,28500,7,4.0,24,J. Dela Cruz,
380,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,2:00PM-3:00PM,Sunny,28500,7,4.0,22,J. Dela Cruz,
381,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,3:00PM-4:00PM,Rainy,28500,7,4.0,19,J. Dela Cruz,
382,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,4:00PM-5:00PM,Rainy,28500,7,4.0,20,J. Dela Cruz,
383,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,5:00PM-6:00PM,Sunny,28500,7,4.0,38,J. Dela Cruz,
384,Cluster 2 (Calumpang-Bula),2026-03-07,Saturday,6:00PM-7:00PM,Sunny,28500,7,4.0,35,J. Dela Cruz,
385,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,7:00AM-8:00AM,Sunny,35000,12,1.2,65,J. Dela Cruz,
386,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,8:00AM-9:00AM,Windy,35000,12,1.2,55,J. Dela Cruz,
387,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,9:00AM-10:00AM,Sunny,35000,12,1.2,50,J. Dela Cruz,
388,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,10:00AM-11:00AM,Windy,35000,12,1.2,36,J. Dela Cruz,
389,Cluster 3 (Dadiangas Central),2026-03-07,Saturday,11:00AM-12:00PM,Stormy,35000,12,1.2,21,J. Dela Cruz,
